uid,code,label,description,lat,lon,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressDescription,zoneId,url,type,parentStation,timezone,wheelchairBoarding
5044,165,Роксоляни (165),,49.843995,23.958357,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Роксоляни,,перехрестя з вул. Білогорща,0,,0,,Europe/Kyiv,
4751,689,Шевченка (689),,49.861706,23.966519,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Т. Шевченка,264,,0,,0,,Europe/Kyiv,
5045,193,Гніздовського (193),,49.84176,23.966659,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Широка,68,,0,,0,,Europe/Kyiv,
4999,354-01,Антонича (354-01),,49.785195,24.069607,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. - І. Антонича,12,,0,,0,,Europe/Kyiv,
5049,91,Народний дім Білогорща (91),,49.84449,23.938168,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Білогорща,118,,0,,0,,Europe/Kyiv,
5040,90,Білогорща (90),,49.84569,23.929682,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Білогорща,71,,0,,0,,Europe/Kyiv,
z-724,724,Малковицька (724),,49.873778,23.951225,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Брюховицька,145,,0,,0,,Europe/Kyiv,
z-718,718,Брюховицька (718),,49.859911,23.970902,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Брюховицька,4,,0,,0,,Europe/Kyiv,
4659,1055,"Брюховичі, Ягідна (1055)",,49.902589,23.930982,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. В. Івасюка,45,,0,,0,,Europe/Kyiv,
4658,1056,"Брюховичі, Кардіологічна лікарня (1056)",,49.905087,23.927563,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. В. Івасюка,69,,0,,0,,Europe/Kyiv,
4657,1054,"Брюховичі, Ягідна (1054)",,49.903691,23.929524,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. В. Івасюка,32,,0,,0,,Europe/Kyiv,
z-326,326,Поліклініка №2 (326),,49.809545,23.988369,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. В. Симоненка,3,,0,,0,,Europe/Kyiv,
4792,622,Струмок (622),,49.857863,24.011624,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Варшавська,44,,0,,0,,Europe/Kyiv,
5109,12,Львівська політехніка (12),,49.834546,24.016457,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Генерала Т. Чупринки,,"вул. С. Бандери, 11",0,,0,,Europe/Kyiv,
4848,111,Приміський вокзал (111),,49.83574,23.995594,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Городоцька,169,навпроти №169,0,,0,,Europe/Kyiv,
z-41,41,Театр опери та балету (41),,49.844326,24.025034,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Городоцька,3,,0,,0,,Europe/Kyiv,
5182,759,Дністерська (759),,49.818116,24.057961,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Дністерська,1,,0,,0,,Europe/Kyiv,
5123,366,Дунайська (366),,49.816622,24.050859,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Дністерська,17,,0,,0,,Europe/Kyiv,
5181,760,Дністерська (760),,49.818161,24.057797,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Дністерська,2,,0,,0,,Europe/Kyiv,
5072,1011,Винники. Козацька (1011),,49.802796,24.12923,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Забава,46,,0,,0,,Europe/Kyiv,
5071,1013,"Винники, Шептицьких (1013)",,49.802342,24.134892,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Забава,8а,,0,,0,,Europe/Kyiv,
4649,652,Дитячий диспансер (652),,49.877615,24.004027,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Замарстинівська,274,,0,,0,,Europe/Kyiv,
5095,660,Миколайчука (660),,49.865712,24.044266,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. І. Миколайчука,,,0,,0,,Europe/Kyiv,
4944,236,Кукурудзяна (236),,49.862363,24.060637,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Кукурудзяна,,перехрестя з вул. Ковельською,0,,0,,Europe/Kyiv,
4653,1064,"Брюховичі, Пляжна (1064)",,49.905736,23.95718,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Курортна,,перехрестя з вул. Пляжна,0,,0,,Europe/Kyiv,
4744,143,Ливарна (143),,49.84459,23.984318,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Левандівська,15,,0,,0,,Europe/Kyiv,
4772,144,Ливарна (144),,49.84449,23.983653,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Левандівська,20,,0,,0,,Europe/Kyiv,
z-412,412,Львівхолод (412),,49.807496,24.054619,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Луганська,3,,0,,0,,Europe/Kyiv,
4652,1065,"Брюховичі, Курортна (1065)",,49.903743,23.96022,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Львівська,20,,0,,0,,Europe/Kyiv,
5006,663,Хвильового (663),,49.870428,24.04286,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. М. Хвильового,,"вул. І. Миколайчука, 65",0,,0,,Europe/Kyiv,
4802,420,Сквер імені Павла Думанського (420),,49.813789,24.035817,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. П. Мирного,26,,0,,0,,Europe/Kyiv,
z-666,666,Тичини (666),,49.868875,24.034111,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. П. Тичини,14,,0,,0,,Europe/Kyiv,
5155,755,Протезний завод (755),,49.836676,23.968504,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Рудненська,10,навпроти №10 ,0,,0,,Europe/Kyiv,
5039,172,Петлюри (172),,49.819815,23.980696,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. С. Петлюри,30,,0,,0,,Europe/Kyiv,
5034,173,Петлюри (173),,49.81981,23.980874,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. С. Петлюри,37,,0,,0,,Europe/Kyiv,
5035,171,Садова (171),,49.822107,23.979332,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. С. Петлюри,17,,0,,0,,Europe/Kyiv,
4830,426,Кавалерідзе (426),,49.794394,24.063186,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Сихівська,20,,0,,0,,Europe/Kyiv,
z-290,290,Знесіння (290),,49.851197,24.059023,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Старознесенська,23,,0,,0,,Europe/Kyiv,
4794,696,Ковча (696),,49.854006,23.985048,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Т. Шевченка,154б,,0,,0,,Europe/Kyiv,
4769,186,Ковча (186),,49.853766,23.9853,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Т. Шевченка,154б,навпроти №154Б,0,,0,,Europe/Kyiv,
4755,694,Рясне-1 (694),,49.868021,23.952556,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Т. Шевченка,358,,0,,0,,Europe/Kyiv,
4885,681,Ярослава Мудрого (681),,49.845348,24.008448,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Т. Шевченка,60,,0,,0,,Europe/Kyiv,
z-82,82,Магнус (82),,49.844436,24.024321,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Городоцька,,"вул. Городоцька, 4",0,,0,,Europe/Kyiv,
5167,1183,Лисиничі Центр (1183),,49.835385,24.12157,UA46060250130067842,81126,Україна,Львівська область,Львівський,Львівська ,Лисиничі,вул. Винниківська,,,0,,0,,Europe/Kyiv,
4670,6,Куліша (6),,49.849412,24.025209,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,просп. В. Чорновола,41,,0,,0,,Europe/Kyiv,
4965,1073,Брюховичі. Вокзал (1073),,49.903605,23.940046,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Незалежності,,перехрестя з вул. Курортна,0,,0,,Europe/Kyiv,
z-83,83,П’ясецького (83),,49.825571,23.936575,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Генерала В. Курмановича,,"навпроти А. П’ясецького, 1-А",0,,0,,Europe/Kyiv,
5197,1441,Збиранка.Центр (1441),,49.900583,24.018307,UA46060250120043789,82823,Україна,Львівська область,Львівський,Львівська ,Збиранка,вул. Нова,,,0,,0,,Europe/Kyiv,
2560987,594,Галицьке перехрестя (594),,49.875254,24.061984,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,289,,0,,0,,Europe/Kyiv,
4680,586,Фабрика повидла (586),,49.855379,24.044974,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,,,0,,0,,Europe/Kyiv,
2561015,1081,"Брюховичі, Весняна (1081)",,49.89932,23.961563,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Весняна,,,0,,0,,Europe/Kyiv,
2561016,1082,"Брюховичі, Весняна (1082)",,49.89922,23.961552,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Весняна,,,0,,0,,Europe/Kyiv,
4661,1057,"Брюховичі, Прилуцька (1057)",,49.90203,23.93214,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. В. Івасюка,28,,0,,0,,Europe/Kyiv,
2562644,1094,"Брюховичі, Прилуцька (1094)",,49.90181,23.93235,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. В. Івасюка,30,,0,,0,,Europe/Kyiv,
z-1050,1050,"Брюховичі, Невеличука (1050)",,49.908355,23.931248,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Незалежності,58,навпроти №58,0,,0,,Europe/Kyiv,
2562645,1070,"Брюховичі, Офіс Громади (1070)",,49.902661,23.941323,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Незалежності,27,,0,,0,,Europe/Kyiv,
4960,1071,"Брюховичі, Малинова (1071)",,49.89978,23.9429,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Незалежності,37,,0,,0,,Europe/Kyiv,
z-1049,1049,"Брюховичі,  Невеличука (1049)",,49.90849,23.931034,UA46060250040091928,79491,Україна,Львівська область,Львівський,Львівська ,Брюховичі,вул. Незалежності,58,,0,,0,,Europe/Kyiv,
5198,819,Голосківський цвинтар (819),,49.887951,24.020676,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. І. Миколайчука,,,0,,0,,Europe/Kyiv,
2560281,1174,"Великі Грибовичі, Дублянська (1174)",,49.910352,24.069441,UA46060250060064618,80380,Україна,Львівська область,Львівський,Львівська ,Великі Грибовичі,вул. Дублянська,147,,0,,0,,Europe/Kyiv,
2560282,1172,"Великі Грибовичі, Садова (1172)",,49.911433,24.054254,UA46060250060064618,80380,Україна,Львівська область,Львівський,Львівська ,Великі Грибовичі,вул. Дублянська,2,,0,,0,,Europe/Kyiv,
44944,1021,"Винники, Винна Гора (1021)",,49.823065,24.136904,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. В. Івасюка,19,,0,,0,,Europe/Kyiv,
z-1043,1043,"Винники, Парк  Вайнберг (1043)",,49.825671,24.155663,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. Кільцева,36,навпроти №36,0,,0,,Europe/Kyiv,
z-1042,1042,"Винники, Кільцева (1042)",,49.824306,24.154724,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. Кільцева,17,,0,,0,,Europe/Kyiv,
z-1039,1039,"Винники, Гаражі (1039)",,49.824775,24.148298,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. Кільцева,5,,0,,0,,Europe/Kyiv,
z-1040,1040,"Винники, Гаражі (1040)	",,49.824783,24.147818,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. Кільцева,5,,0,,0,,Europe/Kyiv,
z-1041,1041,"Винники, Кільцева (1041)",,49.824581,24.15289,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. Кільцева,9,,0,,0,,Europe/Kyiv,
44098,1030,"Винники, Стадіон (1030)",,49.80572,24.137092,UA46060250020038547,79495,Україна,Львівська область,Львівський,Львівська ,Винники,вул. І. Франка,110,,0,,0,,Europe/Kyiv,
44243,763,Розточчя (763),,49.877875,24.042651,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. В. Щурата,,"вул. Розточчя, 168",0,,0,,Europe/Kyiv,
44806,197-01,Погулянка (197-01),,49.828997,24.056159,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. А. Вахнянина,27,,0,,0,,Europe/Kyiv,
5092,572,Лінкольна (572),,49.866573,24.041219,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. А. Лінкольна,45,навпроти №45,0,,0,,Europe/Kyiv,
4996,573,Міртова (573),,49.864477,24.028044,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. А. Лінкольна,4а,навпроти №4А,0,,0,,Europe/Kyiv,
5004,571,Міртова (571),,49.864602,24.028382,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. А. Лінкольна,4а,,0,,0,,Europe/Kyiv,
5096,570,Лінкольна (570),,49.866649,24.04117,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. А. Лінкольна,45,,0,,0,,Europe/Kyiv,
44235,306,Курмановича (306),,49.826529,23.941741,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Авіаційна,,під мостом,0,,0,,Europe/Kyiv,
5012,86,Авіаційна (86),,49.824858,23.939402,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Авіаційна,1,,0,,0,,Europe/Kyiv,
5162,85,Станція Скнилів (85),,49.822028,23.936621,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Авіаційна,2,,0,,0,,Europe/Kyiv,
5011,85-01,Станція Скнилів (85-01),,49.822071,23.93631,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Авіаційна,2,,0,,0,,Europe/Kyiv,
4954,470,Площа Лема (470),,49.83155,24.016486,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Академіка А. Сахарова,,"вул. І. Богуна, 12",0,,0,,Europe/Kyiv,
z-758,758,Куликівська (758),,49.82402,24.012224,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Академіка А. Сахарова,23,,0,,0,,Europe/Kyiv,
z-757,757,Куликівська (757),,49.824076,24.011972,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Академіка А. Сахарова,76,,0,,0,,Europe/Kyiv,
z-0472,0472,Горбачевського (0472),,49.825446,24.010786,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Академіка А. Сахарова,56,,0,,0,,Europe/Kyiv,
z-471,471,Горбачевського (471),,49.825892,24.010631,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Академіка А. Сахарова,17,,0,,0,,Europe/Kyiv,
z-473,473,Кредобанк (473),,49.821556,24.01651,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Академіка А. Сахарова,78,,0,,0,,Europe/Kyiv,
45249,354,Антонича (354),,49.785185,24.069741,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. - І. Антонича,8,,0,,0,,Europe/Kyiv,
4623,477,Антоновича (477),,49.825602,23.990461,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. - І. Антонича,4,,0,,0,,Europe/Kyiv,
4625,475,Мельника (475),,49.831671,24.001206,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. - І. Антонича,49,,0,,0,,Europe/Kyiv,
4624,476,Залізняка (476),,49.829827,23.998137,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. - І. Антонича,77,,0,,0,,Europe/Kyiv,
4644,576,Чигиринська (576),,49.870596,24.055314,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Грінченка,1,,0,,0,,Europe/Kyiv,
5094,639,Грінченка (639),,49.873166,24.049864,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Грінченка,13,,0,,0,,Europe/Kyiv,
45009,577,Грінченка (577),,49.872018,24.052114,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Грінченка,13а,,0,,0,,Europe/Kyiv,
4564,575,Чигиринська (575),,49.870691,24.055434,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Грінченка,2а,,0,,0,,Europe/Kyiv,
4643,639-1,Грінченка (639-1),,49.872831,24.050309,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Грінченка,48,,0,,0,,Europe/Kyiv,
5142,574,Грінченка (574),,49.872029,24.052296,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Грінченка,6,,0,,0,,Europe/Kyiv,
4708,587,Автостанція №2 (587),,49.862323,24.051003,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,,,0,,0,,Europe/Kyiv,
4677,591,Автостанція №2 (591),,49.864118,24.05243,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,,,0,,0,,Europe/Kyiv,
5055,1001,"Винники, Забава (1001)",,49.809057,24.120148,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,,,0,,0,,Europe/Kyiv,
4679,588,Височана (588),,49.85811,24.047269,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,,,0,,0,,Europe/Kyiv,
4676,589,Скейт-парк (589),,49.868626,24.05632,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,212,,0,,0,,Europe/Kyiv,
4678,590,Радіоринок (590),,49.861909,24.050477,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,,,0,,0,,Europe/Kyiv,
4706,583,Фабрика повидла (583),,49.856197,24.0458,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,122,,0,,0,,Europe/Kyiv,
42736,584,Остряниці (584),,49.85344,24.038427,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,127,,0,,0,,Europe/Kyiv,
4707,585,Височана (585),,49.858291,24.047576,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,158,,0,,0,,Europe/Kyiv,
42753,2,Площа Старий Ринок (2),,49.847064,24.028693,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,20,,0,,0,,Europe/Kyiv,
44938,738,Скейт-парк (738),,49.869439,24.056792,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,257,,0,,0,,Europe/Kyiv,
5110,592,Назарука (592),,49.870981,24.058068,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,267,,0,,0,,Europe/Kyiv,
4563,593,Галицьке перехрестя (593),,49.873515,24.060214,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,273,,0,,0,,Europe/Kyiv,
4645,595,Галицьке перехрестя (595),,49.873225,24.060123,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,286,,0,,0,,Europe/Kyiv,
42739,579,Залізничний вокзал Підзамче (579),,49.851868,24.032003,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,52,,0,,0,,Europe/Kyiv,
4898,312,Залізничний вокзал Підзамче (312),,49.852179,24.032958,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,56,,0,,0,,Europe/Kyiv,
42737,580,Остряниці (580),,49.853163,24.036477,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,80,,0,,0,,Europe/Kyiv,
42738,581,Залізничний вокзал Підзамче (581),,49.852392,24.033298,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Б. Хмельницького,87,,0,,0,,Europe/Kyiv,
4975,854,Барвінських (854),,49.844165,24.044062,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Барвінських,,"вул. М. Лисенка, 31",0,,0,,Europe/Kyiv,
z-860,860,На вимогу (860),,49.8444864,23.9544329,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Білогорща,," вул. Роксоляни, 149",0,,0,,Europe/Kyiv,
z-861,861,На вимогу (861),,49.8443905,23.9546877,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Білогорща,149,"навпроти вул. Роксоляни, 149",0,,0,,Europe/Kyiv,
5048,92,Лаврівського (92),,49.845062,23.93271,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Білогорща,144,,0,,0,,Europe/Kyiv,
5042,87,Народний дім Білогорща (87),,49.844416,23.93801,UA46060250010015970,79000,Україна,Львівська область,Львівський,Львівська ,Львів,вул. Білогорща,25,,0,,0,,Europe/Kyiv,
